API,Comments,LowerPerf,PerfDate,Reservoir,UpperPerf,WellId
4237134392,,1867,,,1822,f582327d-8f0e-4c90-b438-e5a54ba47959
4237138605,,7680,,,7673,a65ac187-80f7-4bb5-a580-0ee24bb25ec1
4237134392,,1822,,,1807,f582327d-8f0e-4c90-b438-e5a54ba47959
4237134392,,1721,,,1702,f582327d-8f0e-4c90-b438-e5a54ba47959
4237134392,,1797,,,1765,f582327d-8f0e-4c90-b438-e5a54ba47959
4237134392,,2031,,,1744,f582327d-8f0e-4c90-b438-e5a54ba47959
4237134392,,1740,,,1716,f582327d-8f0e-4c90-b438-e5a54ba47959
4237134392,,2600,,,1744,f582327d-8f0e-4c90-b438-e5a54ba47959
4237132357,,1513,,,1473,7a4ff406-cd3b-4ff1-89da-ea4bf90f0219
4237132357,,1363,,,1038,7a4ff406-cd3b-4ff1-89da-ea4bf90f0219
4237132357,,1694,,,1400,7a4ff406-cd3b-4ff1-89da-ea4bf90f0219
4237132357,,1463,,,1436,7a4ff406-cd3b-4ff1-89da-ea4bf90f0219
4237132357,,1428,,,1421,7a4ff406-cd3b-4ff1-89da-ea4bf90f0219
4237132357,,1428,,,1421,7a4ff406-cd3b-4ff1-89da-ea4bf90f0219
4237132357,,1463,,,1436,7a4ff406-cd3b-4ff1-89da-ea4bf90f0219
4237139363,,9850,,,9616,71e34647-7248-4a54-9a1c-a273ae1a8277
4237139387,,16212,,,15473,3aadfc6b-4232-415c-a9c4-35f9fff9eec7
4237138698,,4512,,,3016,1b835de5-4e64-416a-8cd9-eef088276d9f
4237139394,,13747,,,9114,310cfc60-559e-45ea-bc57-31ef372b1978
4237106405,,1343,,,1093,3179ab80-38c9-4d56-9d0f-cdde2489c1f5
4237106405,,1500,,,0,3179ab80-38c9-4d56-9d0f-cdde2489c1f5
4237106405,,1619,,,0,3179ab80-38c9-4d56-9d0f-cdde2489c1f5
4237106405,,2344,,,1093,3179ab80-38c9-4d56-9d0f-cdde2489c1f5
4237138742,,4865,,,3590,c2600b3b-129f-4272-9963-560b0453a063
4237138742,,0,,,0,c2600b3b-129f-4272-9963-560b0453a063
4237138742,,4980,,,3590,c2600b3b-129f-4272-9963-560b0453a063
4237138742,,5610,,,4985,c2600b3b-129f-4272-9963-560b0453a063
4237139329,,1982,,,1873,e17449d2-4f77-4207-81db-cfa802ce3adf
4237139329,,1762,,,1648,e17449d2-4f77-4207-81db-cfa802ce3adf
4237135773,,1666,,,1540,ebba55b2-1f79-41c1-a709-ef0ff4a00c7f
4237135773,,1463,,,1456,ebba55b2-1f79-41c1-a709-ef0ff4a00c7f
4237135773,,1588,,,1580,ebba55b2-1f79-41c1-a709-ef0ff4a00c7f
4237135773,,1502,,,1496,ebba55b2-1f79-41c1-a709-ef0ff4a00c7f
4237133846,,2595,,,1309,2b300c11-1d75-4518-9f98-2fea35994814
4237135773,,1488,,,1477,ebba55b2-1f79-41c1-a709-ef0ff4a00c7f
4237133846,,1316,,,1284,2b300c11-1d75-4518-9f98-2fea35994814
4237135773,,1509,,,1504,ebba55b2-1f79-41c1-a709-ef0ff4a00c7f
4237133846,,1429,,,1389,2b300c11-1d75-4518-9f98-2fea35994814
4237135773,,1650,,,1630,ebba55b2-1f79-41c1-a709-ef0ff4a00c7f
4237133846,,1350,,,1334,2b300c11-1d75-4518-9f98-2fea35994814
4237135773,,1634,,,1629,ebba55b2-1f79-41c1-a709-ef0ff4a00c7f
4237133846,,1380,,,1356,2b300c11-1d75-4518-9f98-2fea35994814
4237135773,,1548,,,1540,ebba55b2-1f79-41c1-a709-ef0ff4a00c7f
4237135773,,1573,,,1554,ebba55b2-1f79-41c1-a709-ef0ff4a00c7f
4237135773,,1625,,,1580,ebba55b2-1f79-41c1-a709-ef0ff4a00c7f
4237134159,,1405,,,1396,7df0e705-2724-4507-819d-3ad66fb30e58
4237134159,,1390,,,1360,7df0e705-2724-4507-819d-3ad66fb30e58
4237134159,,1318,,,1297,7df0e705-2724-4507-819d-3ad66fb30e58
4237138924,,480,,,474,598b6eba-30f2-4967-990c-509675ac1ef6
4237134159,,2655,,,1329,7df0e705-2724-4507-819d-3ad66fb30e58
4237138924,,418,,,391,598b6eba-30f2-4967-990c-509675ac1ef6
4237134159,,1330,,,1320,7df0e705-2724-4507-819d-3ad66fb30e58
4237138175,,470,,,456,8f53b067-aca2-49d6-90c6-decf7e3365fe
4237139510,,3246,,,3242,a3956de8-6838-4f82-a78c-0d85e809836d
4237139510,,3192,,,3188,a3956de8-6838-4f82-a78c-0d85e809836d
4237107159,,1463,,,1451,011064af-83c9-400c-b7ff-42b19f440c90
4237135225,,1398,,,1333,2cc8f1f9-3518-48bd-9d73-3375a2b5f490
4237135225,,2706,,,1269,2cc8f1f9-3518-48bd-9d73-3375a2b5f490
4237107159,,1500,,,0,011064af-83c9-400c-b7ff-42b19f440c90
4237107159,,1368,,,1352,011064af-83c9-400c-b7ff-42b19f440c90
4237135704,,2354,,,1302,4d127cf3-0204-4c94-84dd-0337c85844ad
4237139035,,740,,,735,6bfdd984-aaca-4506-a858-670889b2aa03
4237139531,,20300,,,10739,e01866be-4b7f-482f-959b-a4db6f17d8a5
4237137772,,10000,,,8220,6512084d-d02b-4f98-b1e8-6ee3c2437201
4237137772,,8480,,,7722,6512084d-d02b-4f98-b1e8-6ee3c2437201
4237139585,,19143,,,10700,646846ad-03a1-4b45-a085-6b4a69db820e
4237137772,,10000,,,8220,6512084d-d02b-4f98-b1e8-6ee3c2437201
4237137772,,10000,,,8220,6512084d-d02b-4f98-b1e8-6ee3c2437201
4237137772,,8873,,,6282,6512084d-d02b-4f98-b1e8-6ee3c2437201
4237134273,,1695,,,1428,1397343a-232e-4f15-adc4-59c7a3292c15
4237134273,,1440,,,1431,1397343a-232e-4f15-adc4-59c7a3292c15
4237134273,,1414,,,1395,1397343a-232e-4f15-adc4-59c7a3292c15
4237134273,,2155,,,1428,1397343a-232e-4f15-adc4-59c7a3292c15
4237134393,,1706,,,1696,b78c2340-c8bd-4f03-bc10-db9caa154367
4237134393,,2694,,,1713,b78c2340-c8bd-4f03-bc10-db9caa154367
4237102465,,1882,,,1869,8af5fe34-3bb2-4f75-a9b7-51aebae1be25
4237134393,,2463,,,1709,b78c2340-c8bd-4f03-bc10-db9caa154367
4237102465,,2193,,,1810,8af5fe34-3bb2-4f75-a9b7-51aebae1be25
4237134393,,1675,,,1669,b78c2340-c8bd-4f03-bc10-db9caa154367
4237102465,,1910,,,1886,8af5fe34-3bb2-4f75-a9b7-51aebae1be25
4237134393,,2770,,,1711,b78c2340-c8bd-4f03-bc10-db9caa154367
4237102465,,1861,,,1850,8af5fe34-3bb2-4f75-a9b7-51aebae1be25
4237102465,,1841,,,1803,8af5fe34-3bb2-4f75-a9b7-51aebae1be25
4237131056,,3445,,,3315,979a8a5f-2d03-403b-ab6b-e415337308ba
4237131056,,3265,,,2770,979a8a5f-2d03-403b-ab6b-e415337308ba
4237138621,,9270,,,4550,0ef464fa-fc93-4425-bf2d-4b67b62c90d8
4237106140,,1488,,,1466,8042a230-ec61-40a9-8e54-4d79e0ebe37d
4237106140,,1594,,,1559,8042a230-ec61-40a9-8e54-4d79e0ebe37d
