API,WellId,CompletionDate,PackerDepth,TubingLowerDepth,TubingSize,TubingUpperDepth
4217733817,30542a91-3673-4807-8e18-d039ee980a28,1/17/2018 12:00:00 AM,0,,2 7/8,8946
4225535464,4b6ebd5b-0ef0-46c7-a1f7-d988ee6e7c9c,11/10/2017 12:00:00 AM,10207,,2 3/8,10224
4200943097,75198844-f161-470c-b0fa-df6a5cb18ade,1/24/2018 12:00:00 AM,0,,2 3/8,1579
4231740824,e028bac1-a72b-4434-a33e-e0c730bef29c,11/8/2017 12:00:00 AM,0,,2 7/8,8926
4217733827,d56c6a1e-ea26-4e5c-8283-e736aeca1561,11/16/2017 12:00:00 AM,9176,,2 3/8,9195
4248546020,361f4641-76e9-4dcf-ad0d-ec9255cd1ace,1/18/2018 12:00:00 AM,0,,2 3/8,1310
4246934369,a3e7491e-5d94-474e-9027-f384b12ec3fc,11/9/2017 12:00:00 AM,4975,,2 3/8,4975
4225535487,d927187b-e07b-4e03-952f-08e0497ac369,1/12/2018 12:00:00 AM,10246,,2 7/8,10265
4225535482,62a7ea07-30b1-4234-ae5d-0d4b845c8d90,1/12/2018 12:00:00 AM,10164,,2 7/8,10185
4225535483,a6372a18-db16-4f18-8a0d-135160a102d2,1/12/2018 12:00:00 AM,10296,,2 7/8,10316
4231740840,c881cc33-9eda-4f02-9d6c-3816f4e7a9a0,11/4/2017 12:00:00 AM,0,,2 7/8,8681
